,8.4,-31.1,48.9,,,183.2,13.9,,1017.1,
1959-01-06,-0.4,-1.6,0.6,8.4,,,,,,
1959-01-07,-1.4,-2.0,0.2,10.3,,,,,,
1959-01-08,-3.4,-6.2,-1.0,,,,,,,
1959-01-09,0.2,-1.0,0.5,2.3,,,,,,
1959-01-10,1.5,0.3,3.0,,,,,,,
1959-01-11,1.4,0.6,2.4,4.1,,,,,,
1959-01-12,-0.5,-2.4,1.6,2.3,,,,,,
1959-01-13,-1.2,-3.3,1.0,1.8,,,,,,
1959-01-14,-0.4,-3.1,3.0,14.6,,,,,,
1959-01-15,-4.0,-9.6,-0.1,,,,,,,
1959-01-16,-2.2,-5.7,0.5,3.7,,,,,,
1959-01-17,-6.4,-7.1,-5.0,,,,,,,
1959-01-18,-11.2,-14.1,-7.0,,,,,,,
1959-01-19,-12.5,-18.6,-8.2,,,,,,,
1959-01-20,-3.3,-9.1,-0.5,,,,,,,
1959-01-21,0.3,-3.2,2.3,,,,,,,
1959-01-22,2.1,0.9,5.0,,,,,,,
1959-01-23,1.6,-0.5,3.7,,,,,,,
1959-01-24,0.8,,2.2,,,,,,,
1959-01-25,-0.2,-3.6,2.0,6.0,,,,,,
1959-01-26,-2.2,-4.5,-0.8,,,,,,,
1959-01-27,-4.0,-6.3,-1.6,,,,,,,
1959-01-28,-6.7,-10.2,-3.8,,,,,,,
1959-01-29,-7.6,-8.6,-5.1,,,,,,,
1959-01-30,-5.2,-8.7,-1.5,,,,,,,
1959-01-31,-1.6,-2.1,-0.9,,,,,,,
1959-02-01,-2.6,-3.8,-0.7,,,,,,,
1959-02-02,-2.6,-4.2,-1.0,,,,,,,
1959-02-03,-4.6,-7.9,-1.5,5.0,,,,,,
1959-02-04,-4.5,-6.6,-3.0,0.1,,,,,,
1959-02-05,-2.1,-7.1,1.3,0.5,,,,,,
1959-02-06,-3.0,-4.2,,,,,,,,
1959-02-07,-6.6,-8.2,-2.8,,,,,,,
1959-02-08,-5.4,-8.1,-3.0,,,,,,,
1959-02-09,-4.3,-7.5,-2.8,,,,,,,
1959-02-10,-4.8,-10.2,-1.8,,,,,,,
1959-02-11,-3.8,-6.1,-2.2,,,,,,,
1959-02-12,-9.3,-12.3,-5.8,,,,,,,
1959-02-13,-9.7,-13.0,-6.1,,,,,,,
1959-02-14,-6.2,-9.7,-3.2,,,,,,,
1959-02-15,-6.6,-9.4,-3.8,0.2,,,,,,
1959-02-16,-8.0,-13.1,-5.0,0.9,,,,,,
1959-02-17,-11.2,-16.1,-7.3,,,,,,,
1959-02-18,-4.5,-8.7,-2.0,3.2,,,,,,
1959-02-19,-7.8,-10.9,-3.7,0.5,,,,,,
1959-02-20,-3.0,-10.7,1.5,2.3,,,,,,
1959-02-21,-0.4,-2.0,1.6,1.6,,,,,,
1959-02-22,-3.6,-4.7,0.5,0.2,,,,,,
