,8.4,-31.1,48.9,,,183.2,13.9,,1017.1,
1954-12-01,-4.6,-7.5,-1.4,,,,,,,
1954-12-02,-7.5,-12.4,-2.4,,,,,,,
1954-12-03,-7.4,-10.3,-2.7,,,,,,,
1954-12-04,-8.9,-12.4,-3.9,,,,,,,
1954-12-05,-8.1,-11.5,-3.4,,,,,,,
1954-12-06,-5.2,-9.2,-3.6,,,,,,,
1954-12-07,-3.1,-4.8,-1.4,4.8,,,,,,
1954-12-08,-1.4,-5.0,0.7,5.0,,,,,,
1954-12-09,1.9,-3.4,5.7,15.1,,,,,,
1954-12-10,-0.7,-2.9,2.0,,,,,,,
1954-12-11,-1.6,-3.4,0.7,0.1,,,,,,
1954-12-12,-4.1,-5.6,-0.8,,,,,,,
1954-12-13,-5.4,-6.4,-2.7,,,,,,,
1954-12-14,-5.0,-7.8,-1.8,,,,,,,
1954-12-15,-5.5,-7.6,-1.8,,,,,,,
1954-12-16,-3.0,-5.5,-1.6,0.1,,,,,,
1954-12-17,-1.0,-2.2,0.4,3.8,,,,,,
1954-12-18,-1.2,-2.4,0.2,5.8,,,,,,
1954-12-19,-1.7,-2.6,-0.8,,,,,,,
1954-12-20,-0.9,-2.7,0.7,,,,,,,
1954-12-21,0.9,-0.3,3.5,,,,,,,
1954-12-22,0.7,-0.7,2.9,1.6,,,,,,
1954-12-23,3.1,0.7,5.1,5.4,,,,,,
1954-12-24,3.2,1.6,5.8,9.5,,,,,,
1954-12-25,0.9,-1.5,4.8,11.2,,,,,,
1954-12-26,-1.7,-3.5,-0.5,,,,,,,
1954-12-27,-2.6,-3.9,-1.5,,,,,,,
1954-12-28,-2.2,-3.4,-1.4,,,,,,,
1954-12-29,-2.8,-3.7,-1.8,5.3,,,,,,
1954-12-30,-4.2,-6.3,-2.8,0.3,,,,,,
1954-12-31,-2.6,-5.6,,,,,,,,
1955-01-01,-1.6,-2.2,-0.5,0.2,,,,,,
1955-01-02,-5.6,-8.8,-1.4,,,,,,,
1955-01-03,-4.8,-6.4,-3.5,0.2,,,,,,
1955-01-04,-4.7,-7.0,-3.3,0.1,,,,,,
1955-01-05,-4.1,-7.8,-1.8,5.3,,,,,,
1955-01-06,-8.0,-11.9,-4.6,0.4,,,,,,
1955-01-07,-13.9,-18.0,-5.8,,,,,,,
1955-01-08,-16.3,-25.1,-9.5,,,,,,,
1955-01-09,-0.8,-9.9,2.4,12.3,,,,,,
1955-01-10,1.2,0.2,2.0,11.9,,,,,,
1955-01-11,1.7,0.7,3.0,2.6,,,,,,
1955-01-12,2.7,0.7,5.0,0.3,,,,,,
1955-01-13,3.7,0.7,7.4,,,,,,,
1955-01-14,-0.2,-1.4,7.1,5.6,,,,,,
1955-01-15,1.8,-1.7,4.4,15.0,,,,,,
1955-01-16,-3.0,-5.3,0.6,,,,,,,
1955-01-17,-0.8,-4.8,3.2,0.2,,,,,,
1955-01-18,1.3,-1.4,6.6,2.5,,,,,,
1955-01-19,3.6,-1.7,9.2,4.9,,,,,,
1955-01-20,-0.6,-2.4,2.1,,,,,,,
1955-01-21,-3.1,-5.0,-0.5,,,,,,,
1955-01-22,-4.4,-5.9,-2.2,,,,,,,
1955-01-23,-5.8,-6.9,-4.5,,,,,,,
1955-01-24,-8.1,-9.9,-5.5,,,,,,,
1955-01-25,-7.8,-12.0,-3.5,,,,,,,
1955-01-26,-1.6,-5.8,1.4,0.1,,,,,,
1955-01-27,-1.7,-5.9,1.8,,,,,,,
1955-01-28,-2.5,-3.6,-0.6,,,,,,,
1955-01-29,-2.2,-3.2,-1.5,,,,,,,
1955-01-30,,-2.3,3.1,,,,,,,
1955-01-31,1.4,0.3,3.0,,,,,,,
1955-02-01,-0.6,-1.3,1.3,,,,,,,
1955-02-02,-0.2,-0.7,0.5,0.2,,,,,,
1955-02-03,-0.1,-1.5,1.5,,,,,,,
1955-02-04,0.3,-0.7,1.2,1.6,,,,,,
1955-02-05,1.5,0.9,2.0,7.8,,,,,,
1955-02-06,1.5,0.6,2.5,6.9,,,,,,
1955-02-07,2.0,1.3,3.7,4.6,,,,,,
1955-02-08,0.1,-0.5,2.1,6.4,,,,,,
1955-02-09,-1.1,-1.8,0.4,6.1,,,,,,
1955-02-10,-1.8,-3.0,0.3,,,,,,,
1955-02-11,-2.6,-8.0,-0.5,,,,,,,
1955-02-12,-1.4,-2.9,-0.5,,,,,,,
1955-02-13,-5.0,-7.4,-1.4,,,,,,,
1955-02-14,-7.1,-13.4,-4.2,3.1,,,,,,
1955-02-15,-4.8,-8.5,-1.4,4.9,,,,,,
1955-02-16,-7.5,-12.4,-3.8,0.7,,,,,,
1955-02-17,-7.4,-12.8,-3.8,0.8,,,,,,
1955-02-18,3.4,-4.3,6.6,0.7,,,,,,
1955-02-19,5.2,3.1,9.7,,,,,,,
1955-02-20,0.5,-1.0,4.2,,,,,,,
1955-02-21,1.3,-0.6,3.9,0.1,,,,,,
1955-02-22,-0.4,-4.4,6.7,4.3,,,,,,
1955-02-23,-4.5,-6.4,-2.5,,,,,,,
1955-02-24,-6.4,-9.3,-3.5,,,,,,,
1955-02-25,-4.2,-7.0,1.0,3.3,,,,,,
1955-02-26,-10.6,-13.6,-6.5,,,,,,,
1955-02-27,-9.8,-15.1,-5.6,,,,,,,
1955-02-28,-6.2,-8.6,-2.6,,,,,,,
1955-03-01,-11.3,-15.5,-5.9,,,,,,,
1955-03-02,-9.2,-10.7,-6.8,,,,,,,
1955-03-03,-11.9,-16.0,-8.0,,,,,,,
1955-03-04,-9.4,-14.6,-4.0,,,,,,,
1955-03-05,-5.2,-7.5,-3.0,1.6,,,,,,
1955-03-06,-4.6,-7.6,-1.7,0.2,,,,,,
1955-03-07,-2.8,-5.9,-0.4,,,,,,,
1955-03-08,-3.7,-7.0,-0.6,,,,,,,
1955-03-09,-0.4,-3.0,2.2,,,,,,,
1955-03-10,-0.7,-4.3,3.0,,,,,,,
1955-03-11,-2.1,-4.5,0.5,,,,,,,
1955-03-12,-2.2,-5.2,1.7,,,,,,,
1955-03-13,-2.4,-5.9,,,,,,,,
1955-03-14,-0.6,-2.5,2.7,,,,,,,
1955-03-15,-1.2,-2.8,0.5,,,,,,,
1955-03-16,-0.4,-3.8,2.6,,,,,,,
1955-03-17,1.9,-0.8,4.9,,,,,,,
1955-03-18,2.6,-0.2,5.7,,,,,,,
1955-03-19,4.6,1.3,9.8,,,,,,,
1955-03-20,1.1,-3.1,6.7,,,,,,,
1955-03-21,2.1,-1.2,6.2,1.1,,,,,,
1955-03-22,8.1,1.3,16.7,,,,,,,
1955-03-23,9.2,2.1,18.0,,,,,,,
1955-03-24,8.3,2.6,15.4,,,,,,,
1955-03-25,8.8,2.3,15.0,,,,,,,
1955-03-26,7.5,5.5,12.1,0.1,,,,,,
1955-03-27,6.6,2.8,10.4,0.1,,,,,,
1955-03-28,7.8,5.3,12.0,5.1,,,,,,
1955-03-29,1.0,-2.1,10.0,,,,,,,
1955-03-30,0.2,-1.6,2.3,1.3,,,,,,
1955-03-31,-0.7,-4.4,2.9,4.4,,,,,,
1955-04-01,0.5,-0.8,3.0,1.3,,,,,,
1955-04-02,0.5,-0.9,3.7,0.2,,,,,,
1955-04-03,1.4,-2.8,6.4,,,,,,,
1955-04-04,3.6,-0.9,8.2,,,,,,,
1955-04-05,4.6,1.4,8.8,,,,,,,
1955-04-06,2.6,-0.9,8.2,,,,,,,
1955-04-07,-1.0,-5.6,3.6,,,,,,,
1955-04-08,1.6,-4.9,8.5,,,,,,,
1955-04-09,5.5,-0.7,12.1,,,,,,,
1955-04-10,3.7,-1.1,9.1,,,,,,,
1955-04-11,1.8,0.4,4.1,3.7,,,,,,
1955-04-12,0.8,-3.7,6.8,,,,,,,
1955-04-13,6.0,0.9,11.5,,,,,,,
1955-04-14,5.3,2.0,8.8,4.7,,,,,,
1955-04-15,7.4,3.2,13.4,,,,,,,
1955-04-16,8.1,3.7,12.2,,,,,,,
1955-04-17,8.2,5.2,11.5,0.8,,,,,,
1955-04-18,5.8,5.0,8.6,1.8,,,,,,
1955-04-19,5.2,2.2,12.8,7.2,,,,,,
1955-04-20,2.3,-0.6,6.4,,,,,,,
1955-04-21,6.1,-1.2,12.1,,,,,,,
1955-04-22,6.9,3.6,11.4,0.1,,,,,,
1955-04-23,3.8,0.4,7.3,0.7,,,,,,
1955-04-24,5.3,-0.8,10.8,,,,,,,
1955-04-25,9.9,4.1,15.6,,,,,,,
1955-04-26,7.9,3.4,15.3,0.1,,,,,,
1955-04-27,5.9,2.5,11.0,,,,,,,
1955-04-28,6.8,-0.1,12.4,,,,,,,
1955-04-29,8.4,2.2,15.0,,,,,,,
1955-04-30,8.9,3.2,20.1,,,,,,,
1955-05-01,14.6,5.4,22.4,,,,,,,
1955-05-02,17.0,11.5,24.6,0.6,,,,,,
1955-05-03,15.6,11.0,20.5,,,,,,,
1955-05-04,16.5,8.8,25.8,,,,,,,
1955-05-05,17.7,11.9,26.3,,,,,,,
1955-05-06,15.0,12.2,19.8,,,,,,,
1955-05-07,13.7,7.6,20.1,3.1,,,,,,
1955-05-08,14.8,11.4,20.4,0.9,,,,,,
1955-05-09,11.6,7.8,15.8,,,,,,,
1955-05-10,13.1,5.2,21.6,,,,,,,
1955-05-11,17.4,9.3,24.4,,,,,,,
1955-05-12,17.8,10.3,25.2,,,,,,,
1955-05-13,16.5,12.3,21.1,,,,,,,
1955-05-14,17.5,12.4,23.5,,,,,,,
1955-05-15,20.2,14.0,28.6,2.5,,,,,,
1955-05-16,21.3,14.5,28.8,2.6,,,,,,
1955-05-17,18.2,14.6,25.3,0.1,,,,,,
1955-05-18,13.4,8.3,18.7,16.7,,,,,,
1955-05-19,16.0,7.0,23.0,,,,,,,
1955-05-20,15.4,11.9,22.8,,,,,,,
1955-05-21,12.2,4.3,17.8,,,,,,,
1955-05-22,12.9,6.2,17.5,,,,,,,
1955-05-23,10.1,9.3,14.5,14.9,,,,,,
1955-05-24,8.3,4.8,12.4,9.8,,,,,,
1955-05-25,7.9,5.3,10.6,2.5,,,,,,
1955-05-26,11.2,3.4,18.4,2.6,,,,,,
1955-05-27,12.8,9.7,17.5,,,,,,,
1955-05-28,12.8,5.9,17.7,,,,,,,
1955-05-29,11.6,8.9,16.2,15.1,,,,,,
1955-05-30,11.6,8.3,15.4,2.6,,,,,,
1955-05-31,12.2,9.7,17.2,2.9,,,,,,
1955-06-01,11.7,5.2,17.7,,,,,,,
1955-06-02,14.1,7.4,19.0,,,,,,,
1955-06-03,15.9,11.0,20.6,,,,,,,
1955-06-04,14.9,11.7,20.5,5.4,,,,,,
1955-06-05,13.8,11.0,18.7,29.2,,,,,,
1955-06-06,14.8,10.2,20.8,2.3,,,,,,
1955-06-07,17.2,10.8,22.9,,,,,,,
1955-06-08,18.9,12.8,25.0,,,,,,,
1955-06-09,19.8,13.9,25.3,,,,,,,
1955-06-10,20.2,15.5,24.4,,,,,,,
1955-06-11,20.1,16.7,25.0,0.2,,,,,,
1955-06-12,14.3,10.6,22.4,,,,,,,
1955-06-13,12.7,9.8,15.6,,,,,,,
1955-06-14,10.3,6.9,14.4,2.0,,,,,,
1955-06-15,15.2,9.7,19.5,1.5,,,,,,
1955-06-16,17.9,11.1,24.6,,,,,,,
1955-06-17,17.9,14.4,22.0,2.3,,,,,,
1955-06-18,17.7,14.6,24.2,10.2,,,,,,
1955-06-19,13.5,9.7,17.5,,,,,,,
1955-06-20,13.7,6.0,20.5,,,,,,,
1955-06-21,16.9,10.8,24.6,0.8,,,,,,
1955-06-22,16.6,14.5,19.0,11.9,,,,,,
1955-06-23,17.0,13.8,20.7,0.1,,,,,,
1955-06-24,17.9,14.4,22.7,17.0,,,,,,
1955-06-25,22.3,15.0,29.4,,,,,,,
1955-06-26,24.2,16.3,29.8,,,,,,,
1955-06-27,22.8,16.6,27.9,,,,,,,
1955-06-28,23.6,18.2,27.6,0.5,,,,,,
1955-06-29,21.0,17.5,27.4,1.0,,,,,,
1955-06-30,17.2,15.0,20.2,0.5,,,,,,
1955-07-01,19.2,10.8,24.7,,,,,,,
1955-07-02,19.1,16.7,23.2,0.5,,,,,,
1955-07-03,20.4,15.5,25.9,,,,,,,
1955-07-04,22.3,14.9,28.4,,,,,,,
1955-07-05,24.2,16.5,30.0,,,,,,,
1955-07-06,23.8,15.7,30.4,,,,,,,
1955-07-07,26.3,17.5,33.0,,,,,,,
1955-07-08,27.2,19.7,34.8,,,,,,,
1955-07-09,28.0,20.2,34.2,,,,,,,
1955-07-10,26.3,17.8,32.4,,,,,,,
1955-07-11,20.2,15.0,27.9,,,,,,,
1955-07-12,20.0,13.7,25.2,,,,,,,
1955-07-13,19.4,11.2,25.5,,,,,,,
1955-07-14,19.6,12.3,24.9,,,,,,,
1955-07-15,21.7,14.7,27.9,,,,,,,
1955-07-16,22.8,15.1,28.6,,,,,,,
1955-07-17,23.2,15.2,30.4,1.0,,,,,,
1955-07-18,23.6,15.0,30.8,,,,,,,
1955-07-19,23.6,16.7,31.0,,,,,,,
1955-07-20,21.5,15.8,29.4,3.7,,,,,,
1955-07-21,18.4,13.9,24.6,2.9,,,,,,
1955-07-22,17.7,12.2,22.6,,,,,,,
1955-07-23,17.3,13.1,22.6,3.5,,,,,,
1955-07-24,16.7,9.9,23.6,,,,,,,
1955-07-25,21.2,12.8,27.6,,,,,,,
1955-07-26,21.8,14.8,30.4,4.2,,,,,,
1955-07-27,20.8,17.8,25.5,,,,,,,
1955-07-28,21.5,14.7,27.9,,,,,,,
1955-07-29,21.7,14.8,28.7,,,,,,,
1955-07-30,22.8,18.2,29.3,0.3,,,,,,
1955-07-31,20.6,17.5,29.4,9.9,,,,,,
1955-08-01,23.0,17.8,28.9,,,,,,,
1955-08-02,23.4,17.3,30.1,,,,,,,
1955-08-03,24.1,17.2,30.9,,,,,,,
1955-08-04,21.8,19.9,26.6,0.5,,,,,,
1955-08-05,22.2,15.7,29.6,,,,,,,
1955-08-06,20.8,17.4,25.4,,,,,,,
1955-08-07,18.6,12.0,24.3,,,,,,,
1955-08-08,19.3,15.3,24.5,,,,,,,
1955-08-09,17.6,15.9,20.6,30.6,,,,,,
1955-08-10,18.4,15.1,22.9,5.8,,,,,,
1955-08-11,18.0,14.2,21.7,,,,,,,
1955-08-12,20.2,15.7,24.0,,,,,,,
1955-08-13,19.4,15.7,25.8,1.3,,,,,,
1955-08-14,17.2,13.1,22.2,,,,,,,
1955-08-15,15.0,9.0,20.1,,,,,,,
1955-08-16,16.0,7.7,22.3,,,,,,,
1955-08-17,18.8,9.0,27.3,,,,,,,
1955-08-18,21.9,14.7,28.8,,,,,,,
1955-08-19,20.9,12.5,26.4,,,,,,,
1955-08-20,21.1,11.3,28.1,,,,,,,
1955-08-21,21.2,12.1,29.6,,,,,,,
1955-08-22,21.4,14.6,28.2,,,,,,,
1955-08-23,19.6,13.4,27.1,,,,,,,
1955-08-24,19.3,12.7,27.1,1.0,,,,,,
1955-08-25,18.0,13.1,25.9,,,,,,,
1955-08-26,18.1,15.1,24.0,1.8,,,,,,
1955-08-27,16.8,10.3,23.6,,,,,,,
1955-08-28,18.4,11.2,26.3,,,,,,,
1955-08-29,20.2,13.3,27.4,,,,,,,
1955-08-30,19.9,11.3,27.9,,,,,,,
1955-08-31,19.0,12.8,25.9,,,,,,,
1955-09-01,16.7,10.9,22.3,,,,,,,
1955-09-02,15.0,7.6,22.5,,,,,,,
1955-09-03,16.2,7.7,24.8,,,,,,,
1955-09-04,17.9,8.7,26.0,,,,,,,
1955-09-05,19.0,12.1,27.3,,,,,,,
1955-09-06,18.3,11.5,25.4,,,,,,,
1955-09-07,19.4,12.7,26.2,,,,,,,
1955-09-08,19.1,12.4,25.3,,,,,,,
1955-09-09,16.5,10.2,22.5,,,,,,,
1955-09-10,16.0,7.2,23.7,,,,,,,
1955-09-11,18.1,9.2,26.6,,,,,,,
1955-09-12,19.7,10.2,28.5,,,,,,,
1955-09-13,19.4,11.4,28.4,,,,,,,
1955-09-14,20.2,13.2,27.9,,,,,,,
1955-09-15,20.0,14.4,26.9,,,,,,,
1955-09-16,20.7,14.2,28.4,,,,,,,
1955-09-17,21.2,14.2,29.3,,,,,,,
1955-09-18,21.4,15.9,27.1,,,,,,,
1955-09-19,16.8,15.3,23.9,15.8,,,,,,
1955-09-20,12.0,9.7,17.0,,,,,,,
1955-09-21,11.4,6.7,17.8,,,,,,,
1955-09-22,15.0,10.8,18.8,,,,,,,
1955-09-23,12.9,7.8,18.8,,,,,,,
1955-09-24,12.2,5.1,19.0,,,,,,,
1955-09-25,11.5,9.9,15.5,2.5,,,,,,
1955-09-26,11.6,9.8,15.0,0.9,,,,,,
1955-09-27,7.1,2.1,12.3,,,,,,,
1955-09-28,10.6,5.3,17.0,,,,,,,
1955-09-29,13.4,7.7,20.8,,,,,,,
1955-09-30,14.8,10.9,19.5,,,,,,,
1955-10-01,13.6,9.5,19.2,,,,,,,
1955-10-02,11.7,5.2,18.5,,,,,,,
1955-10-03,11.9,7.9,16.8,,,,,,,
1955-10-04,11.1,2.4,17.7,,,,,,,
1955-10-05,13.4,8.7,18.5,0.5,,,,,,
1955-10-06,15.8,12.7,21.0,,,,,,,
1955-10-07,13.5,10.2,17.7,3.1,,,,,,
1955-10-08,14.8,11.3,19.3,,,,,,,
1955-10-09,13.2,6.9,20.7,,,,,,,
1955-10-10,12.1,4.8,20.0,,,,,,,
1955-10-11,11.1,3.0,21.2,,,,,,,
1955-10-12,10.1,4.2,16.6,,,,,,,
1955-10-13,9.4,3.6,17.4,,,,,,,
1955-10-14,10.8,3.5,19.2,,,,,,,
1955-10-15,10.3,2.8,20.5,,,,,,,
1955-10-16,11.6,4.3,19.5,,,,,,,
1955-10-17,9.0,3.9,15.0,,,,,,,
1955-10-18,10.7,3.5,20.5,,,,,,,
1955-10-19,16.2,12.9,20.2,,,,,,,
1955-10-20,13.0,8.5,18.5,13.2,,,,,,
1955-10-21,5.9,4.1,9.5,11.9,,,,,,
1955-10-22,10.2,6.4,13.1,,,,,,,
1955-10-23,10.4,8.1,12.6,0.6,,,,,,
1955-10-24,11.4,9.5,13.9,2.1,,,,,,
1955-10-25,11.6,10.9,12.0,4.6,,,,,,
1955-10-26,13.2,10.3,16.4,2.2,,,,,,
1955-10-27,7.8,3.7,12.0,,,,,,,
1955-10-28,8.3,3.6,14.3,,,,,,,
1955-10-29,7.9,3.3,12.3,,,,,,,
1955-10-30,5.5,2.3,10.1,,,,,,,
1955-10-31,2.0,-1.8,7.0,0.2,,,,,,
1955-11-01,4.3,3.3,6.7,,,,,,,
1955-11-02,0.4,-2.3,6.3,,,,,,,
1955-11-03,-0.4,-4.9,6.0,,,,,,,
1955-11-04,1.2,-2.8,6.1,,,,,,,
1955-11-05,3.0,1.3,4.6,,,,,,,
1955-11-06,4.2,3.8,5.2,,,,,,,
1955-11-07,-0.3,-2.4,4.0,,,,,,,
1955-11-08,-1.7,-2.9,1.0,,,,,,,
1955-11-09,-1.3,-4.8,1.5,,,,,,,
1955-11-10,1.0,-1.7,5.2,,,,,,,
1955-11-11,-0.7,-4.9,5.0,,,,,,,
1955-11-12,-0.1,-4.7,5.1,,,,,,,
1955-11-13,2.4,-2.9,7.6,,,,,,,
1955-11-14,2.9,1.4,3.8,,,,,,,
1955-11-15,3.7,2.0,5.8,5.6,,,,,,
1955-11-16,2.0,-0.7,6.2,0.1,,,,,,
1955-11-17,-1.1,-3.1,1.0,,,,,,,
1955-11-18,-3.3,-5.9,-0.5,,,,,,,
1955-11-19,-4.8,-8.8,-0.3,0.1,,,,,,
1955-11-20,-1.2,-3.2,-0.3,,,,,,,
1955-11-21,-2.4,-3.3,-0.5,0.6,,,,,,
1955-11-22,-7.9,-11.8,-1.5,1.0,,,,,,
1955-11-23,-11.4,-15.5,-7.9,,,,,,,
1955-11-24,-1.4,-9.0,0.6,4.0,,,,,,
1955-11-25,-1.8,-4.1,1.0,0.5,,,,,,
1955-11-26,-5.7,-10.0,-2.1,,,,,,,
1955-11-27,-8.6,-15.0,-3.8,,,,,,,
1955-11-28,,-4.5,1.8,0.7,,,,,,
1955-11-29,-4.6,-11.5,2.5,0.2,,,,,,
1955-11-30,-12.1,-13.5,-10.5,,,,,,,
1955-12-01,-7.3,-13.9,-2.6,,,,,,,
1955-12-02,-0.7,-2.7,1.8,,,,,,,
1955-12-03,1.8,0.7,2.4,,,,,,,
1955-12-04,0.9,-1.1,2.4,0.3,,,,,,
1955-12-05,-0.4,-4.8,1.8,1.0,,,,,,
1955-12-06,-12.0,-14.8,-4.5,,,,,,,
1955-12-07,-0.7,-12.4,3.0,0.8,,,,,,
1955-12-08,3.2,0.8,4.9,2.3,,,,,,
1955-12-09,-2.0,-6.1,1.7,,,,,,,
1955-12-10,-4.2,-5.8,-0.8,0.6,,,,,,
1955-12-11,-0.6,-7.8,3.4,5.9,,,,,,
1955-12-12,-3.0,-9.8,3.5,2.8,,,,,,
1955-12-13,-14.6,-17.9,-8.9,0.4,,,,,,
1955-12-14,-13.4,-15.5,-12.0,0.2,,,,,,
1955-12-15,-14.0,-19.8,-6.4,,,,,,,
1955-12-16,1.2,-6.5,2.5,4.4,,,,,,
1955-12-17,-0.6,-7.5,2.9,15.8,,,,,,
1955-12-18,-11.0,-13.3,-7.3,0.5,,,,,,
1955-12-19,-3.4,-10.0,1.4,1.4,,,,,,
1955-12-20,-5.1,-9.3,1.2,,,,,,,
1955-12-21,-8.4,-10.3,-5.0,0.2,,,,,,
1955-12-22,-7.8,-10.4,-5.6,2.6,,,,,,
1955-12-23,-4.6,-6.7,-1.4,1.3,,,,,,
1955-12-24,-6.7,-11.3,-1.0,,,,,,,
1955-12-25,-5.6,-11.8,-0.4,0.1,,,,,,
1955-12-26,-2.3,-3.8,-0.8,,,,,,,
1955-12-27,-9.6,-11.7,-3.4,,,,,,,
1955-12-28,-12.3,-15.0,-9.8,,,,,,,
1955-12-29,-15.4,-19.0,-11.1,,,,,,,
1955-12-30,-10.4,-15.4,-6.1,3.6,,,,,,
1955-12-31,-1.9,-7.4,2.0,8.9,,,,,,
1956-01-01,0.6,,1.4,1.2,,,,,,
1956-01-02,0.4,-1.4,3.3,2.6,,,,,,
1956-01-03,-2.9,-4.3,-1.2,,,,,,,
1956-01-04,-4.4,-5.4,-2.8,0.9,,,,,,
1956-01-05,-7.5,-10.7,-4.0,,,,,,,
1956-01-06,-5.6,-11.8,-1.1,,,,,,,
1956-01-07,-14.1,-16.9,-11.1,,,,,,,
1956-01-08,-11.6,-16.3,-8.1,,,,,,,
1956-01-09,-11.7,-15.4,-8.6,,,,,,,
1956-01-10,-10.9,-12.0,-9.7,0.1,,,,,,
1956-01-11,-6.2,-10.2,-4.4,0.1,,,,,,
1956-01-12,-7.5,-11.1,-4.7,,,,,,,
1956-01-13,-12.6,-15.1,-8.7,,,,,,,
1956-01-14,-6.4,-13.3,-2.0,4.1,,,,,,
1956-01-15,-2.5,-4.3,-0.5,1.8,,,,,,
1956-01-16,-1.3,-5.7,1.2,1.0,,,,,,
1956-01-17,0.8,-0.4,1.4,,,,,,,
1956-01-18,0.1,-1.9,1.7,0.3,,,,,,
1956-01-19,0.1,-4.3,2.8,2.4,,,,,,
1956-01-20,-1.4,-4.5,2.1,,,,,,,
1956-01-21,-1.0,-3.1,1.0,,,,,,,
1956-01-22,1.6,-1.5,2.8,,,,,,,
1956-01-23,1.2,-1.2,3.3,,,,,,,
1956-01-24,-1.0,-3.8,1.7,,,,,,,
1956-01-25,2.3,0.8,3.7,0.1,,,,,,
1956-01-26,-3.9,-8.4,1.3,,,,,,,
1956-01-27,-12.1,-14.0,-8.0,,,,,,,
1956-01-28,-15.1,-18.0,-12.2,,,,,,,
1956-01-29,-15.8,-17.5,-11.1,,,,,,,
1956-01-30,-20.8,-23.2,-17.0,,,,,,,
1956-01-31,-24.6,-27.1,-19.9,,,,,,,
1956-02-01,-24.3,-27.9,-19.8,,,,,,,
1956-02-02,-22.0,-23.7,-19.8,,,,,,,
1956-02-03,-24.8,-27.8,-21.1,,,,,,,
1956-02-04,-23.6,-26.0,-19.0,,,,,,,
1956-02-05,-24.0,-26.9,-18.5,,,,,,,
1956-02-06,-21.4,-24.6,-16.5,,,,,,,
1956-02-07,-21.2,-24.5,-17.6,,,,,,,
1956-02-08,-19.9,-22.5,-15.0,,,,,,,
1956-02-09,-18.0,-20.9,-14.2,,,,,,,
1956-02-10,-16.2,-18.7,-12.9,,,,,,,
1956-02-11,-17.2,-20.1,-13.4,,,,,,,
1956-02-12,-14.6,-19.6,-9.2,0.3,,,,,,
1956-02-13,-4.0,-9.4,-2.8,2.2,,,,,,
1956-02-14,-2.4,-4.1,0.1,1.6,,,,,,
1956-02-15,-8.4,-10.2,-1.7,4.0,,,,,,
1956-02-16,-13.0,-15.5,-8.9,1.1,,,,,,
1956-02-17,-13.0,-15.9,-10.8,2.5,,,,,,
1956-02-18,-13.9,-17.0,-10.6,0.4,,,,,,
1956-02-19,-14.1,-20.5,-9.9,,,,,,,
1956-02-20,-14.9,-20.5,-11.9,,,,,,,
1956-02-21,-15.2,-18.9,-9.1,,,,,,,
1956-02-22,-13.2,-18.0,-9.7,2.0,,,,,,
1956-02-23,-10.9,-13.1,-8.1,0.8,,,,,,
1956-02-24,-10.9,-14.3,-7.6,0.4,,,,,,
1956-02-25,-12.5,-16.6,-7.9,0.1,,,,,,
1956-02-26,-11.0,-14.8,-7.2,,,,,,,
1956-02-27,-13.2,-19.8,-6.9,,,,,,,
1956-02-28,-12.2,-16.2,-6.7,,,,,,,
1956-02-29,-10.1,-15.3,-4.1,,,,,,,
1956-03-01,-7.7,-12.0,-3.8,,,,,,,
1956-03-02,-2.0,-5.8,0.1,0.9,,,,,,
1956-03-03,0.4,-1.7,1.3,0.4,,,,,,
1956-03-04,-3.3,-5.0,0.5,,,,,,,
1956-03-05,-3.2,-7.5,0.7,6.1,,,,,,
1956-03-06,-1.0,-2.8,2.3,,,,,,,
1956-03-07,-3.8,-4.7,-0.3,0.2,,,,,,
1956-03-08,-4.6,-9.9,0.5,,,,,,,
1956-03-09,-4.3,-9.5,-0.5,,,,,,,
1956-03-10,-3.2,-3.8,-2.5,,,,,,,
1956-03-11,-4.3,-6.4,-2.5,,,,,,,
1956-03-12,-3.9,-5.4,-2.7,3.6,,,,,,
1956-03-13,-4.1,-6.7,-2.1,2.7,,,,,,
1956-03-14,-3.4,-7.9,-1.0,,,,,,,
1956-03-15,-5.4,-9.1,-1.5,,,,,,,
1956-03-16,-3.4,-6.9,-0.8,,,,,,,
1956-03-17,-3.7,-8.2,-0.4,,,,,,,
1956-03-18,-8.2,-11.8,-2.0,,,,,,,
1956-03-19,-6.1,-11.2,-0.5,,,,,,,
1956-03-20,-6.1,-9.5,-2.5,,,,,,,
1956-03-21,-7.2,-9.8,-4.4,,,,,,,
1956-03-22,-8.6,-12.9,-5.0,,,,,,,
1956-03-23,-7.4,-11.5,-4.0,,,,,,,
1956-03-24,-5.8,-10.8,-1.2,,,,,,,
1956-03-25,-3.0,-7.7,1.8,,,,,,,
1956-03-26,-1.5,-5.3,2.2,,,,,,,
1956-03-27,-3.1,-5.9,-0.1,,,,,,,
1956-03-28,-3.3,-7.3,1.4,,,,,,,
1956-03-29,-1.9,-3.3,,0.1,,,,,,
1956-03-30,-0.5,-1.6,1.8,0.2,,,,,,
1956-03-31,1.0,-0.7,3.8,,,,,,,
1956-04-01,1.2,0.3,1.6,1.6,,,,,,
1956-04-02,1.4,-0.6,5.0,,,,,,,
1956-04-03,2.1,-0.6,5.7,,,,,,,
1956-04-04,6.3,2.3,12.7,,,,,,,
1956-04-05,6.0,0.8,12.0,,,,,,,
1956-04-06,5.3,1.2,9.5,,,,,,,
1956-04-07,5.4,3.4,9.0,,,,,,,
